20140114,180000,8383.4000000,8500.0000000,8371.1000000,8450.1000000,41361
20140114,190000,8453.5000000,8455.3000000,8373.0000000,8414.0000000,25136
20140115,110000,8465.0000000,8499.9000000,8432.1000000,8481.9000000,22899
20140115,120000,8482.4000000,8538.4000000,8480.2000000,8537.9000000,17838
20140115,130000,8538.0000000,8700.0000000,8537.0000000,8667.2000000,87804
20140115,140000,8667.0000000,8786.8000000,8661.3000000,8758.0000000,42676
20140115,150000,8755.3000000,8769.0000000,8733.0000000,8739.4000000,22637
20140115,160000,8737.5000000,8833.0000000,8661.9000000,8782.2000000,60259
20140115,170000,8785.0000000,8858.8000000,8770.0000000,8834.1000000,42292
20140115,180000,8834.1000000,9020.0000000,8832.7000000,8936.8000000,128058
20140115,190000,8936.9000000,8961.9000000,8850.0000000,8902.9000000,72015
20140116,110000,8893.0000000,8952.0000000,8883.0000000,8930.1000000,21795
20140116,120000,8930.1000000,9073.8000000,8925.1000000,9049.2000000,71230
20140116,130000,9046.6000000,9139.7000000,9039.2000000,9110.0000000,78970
20140116,140000,9110.0000000,9110.0000000,9013.0000000,9084.3000000,55631
20140116,150000,9085.6000000,9090.0000000,9001.1000000,9048.4000000,22832
20140116,160000,9048.7000000,9087.9000000,9042.5000000,9057.2000000,21015
20140116,170000,9058.7000000,9074.6000000,9035.0000000,9071.0000000,12431
20140116,180000,9070.0000000,9097.9000000,9032.7000000,9050.5000000,33716
20140116,190000,9050.5000000,9058.8000000,9014.2000000,9025.5000000,19003
20140117,110000,9000.0000000,9036.9000000,8919.9000000,9014.6000000,13168
20140117,120000,9014.6000000,9036.0000000,8964.3000000,8980.0000000,14164
20140117,130000,8979.9000000,8988.3000000,8825.0000000,8953.1000000,49101
20140117,140000,8953.1000000,9017.2000000,8950.9000000,8989.5000000,22770
20140117,150000,8984.3000000,9093.8000000,8984.3000000,9070.0000000,43616
20140117,160000,9069.9000000,9089.9000000,9052.9000000,9082.2000000,10832
20140117,170000,9082.2000000,9086.9000000,8935.3000000,8946.5000000,22234
20140117,180000,8946.5000000,9041.9000000,8920.7000000,8993.9000000,32109
20140117,190000,8993.9000000,9010.0000000,8920.0000000,8975.5000000,28925
20140120,110000,8928.7000000,8995.5000000,8911.0000000,8966.3000000,6848
20140120,120000,8968.3000000,8992.0000000,8943.8000000,8968.1000000,7794
20140120,130000,8969.5000000,8974.6000000,8919.1000000,8930.4000000,17935
20140120,140000,8933.3000000,8975.0000000,8901.0000000,8921.6000000,7943
20140120,150000,8926.5000000,8938.1000000,8782.0000000,8853.4000000,31122
20140120,160000,8865.2000000,8905.8000000,8850.0000000,8893.4000000,11147
20140120,170000,8899.7000000,8899.8000000,8806.0000000,8806.1000000,20250
20140120,180000,8806.2000000,8812.9000000,8759.4000000,8775.4000000,13111
20140120,190000,8775.4000000,8788.8000000,8651.1000000,8714.0000000,30307
20140121,110000,8728.9000000,8807.7000000,8724.0000000,8771.0000000,11992
20140121,120000,8775.0000000,8786.1000000,8693.0000000,8729.9000000,13658
20140121,130000,8732.4000000,8772.3000000,8680.0000000,8680.1000000,23184
20140121,140000,8684.0000000,8751.7000000,8680.0000000,8712.1000000,18766
20140121,150000,8707.0000000,8718.6000000,8565.4000000,8586.9000000,37797
20140121,160000,8586.4000000,8599.1000000,8490.0000000,8502.7000000,35947
20140121,170000,8500.4000000,8574.7000000,8492.1000000,8549.1000000,29190
20140121,180000,8545.1000000,8550.0000000,8416.1000000,8429.7000000,42055
20140121,190000,8427.5000000,8429.7000000,8352.2000000,8413.2000000,38468
20140122,110000,8399.0000000,8420.0000000,8226.0000000,8299.2000000,37804
20140122,120000,8298.1000000,8367.0000000,8125.5000000,8141.9000000,60603
20140122,130000,8143.1000000,8187.8000000,8032.8000000,8160.8000000,98901
20140122,140000,8164.0000000,8189.0000000,8125.2000000,8167.0000000,44572
20140122,150000,8165.8000000,8200.0000000,8100.0000000,8143.5000000,29146
20140122,160000,8145.0000000,8180.0000000,8140.0000000,8170.0000000,18316
20140122,170000,8170.1000000,8318.9000000,8145.5000000,8255.0000000,64165
20140122,180000,8255.3000000,8280.0000000,8206.9000000,8267.6000000,21246
20140122,190000,8264.2000000,8295.5000000,8246.5000000,8250.0000000,27523
20140123,110000,8249.4000000,8250.0000000,8155.1000000,8200.5000000,21782
20140123,120000,8199.9000000,8235.0000000,8120.0000000,8196.3000000,30980
20140123,130000,8196.2000000,8301.0000000,8180.1000000,8239.8000000,47262
20140123,140000,8239.8000000,8322.8000000,8230.0000000,8298.7000000,25246
20140123,150000,8300.0000000,8373.3000000,8290.0000000,8323.9000000,36079
20140123,160000,8325.6000000,8355.0000000,8285.0000000,8348.9000000,61573
20140123,170000,8350.0000000,8470.0000000,8346.8000000,8425.6000000,51633
20140123,180000,8425.6000000,8463.7000000,8351.1000000,8404.0000000,31982
20140123,190000,8400.9000000,8405.0000000,8280.0000000,8283.0000000,40314
20140124,110000,8227.2000000,8230.0000000,8102.2000000,8220.3000000,35332
20140124,120000,8220.3000000,8234.9000000,8155.0000000,8230.1000000,15573
20140124,130000,8224.4000000,8299.7000000,8205.8000000,8299.0000000,28202
20140124,140000,8299.5000000,8300.0000000,8226.6000000,8240.9000000,23393
20140124,150000,8240.0000000,8350.0000000,8230.0000000,8310.1000000,25987
20140124,160000,8314.3000000,8325.5000000,8245.0000000,8316.9000000,23301
20140124,170000,8321.8000000,8324.1000000,8226.1000000,8252.7000000,35008
20140124,180000,8252.7000000,8262.9000000,8220.0000000,8235.1000000,21451
20140124,190000,8231.1000000,8266.1000000,8222.8000000,8266.1000000,21079
20140127,110000,8140.1000000,8293.8000000,8136.9000000,8293.1000000,10054
20140127,120000,8293.2000000,8600.0000000,8291.1000000,8500.0000000,78745
20140127,130000,8500.0000000,8503.1000000,8287.4000000,8289.5000000,65584
20140127,140000,8292.9000000,8294.9000000,8171.2000000,8193.3000000,43364
20140127,150000,8193.5000000,8195.0000000,8000.0000000,8100.1000000,50185
20140127,160000,8103.2000000,8173.3000000,8080.0000000,8148.8000000,16720
20140127,170000,8150.0000000,8439.9000000,8141.9000000,8360.8000000,86999
20140127,180000,8363.2000000,8392.4000000,8290.3000000,8345.4000000,43199
20140127,190000,8343.4000000,8348.5000000,8223.2000000,8249.9000000,25999
20140128,110000,8208.0000000,8369.0000000,8208.0000000,8310.7000000,24542
20140128,120000,8309.9000000,8325.0000000,8284.7000000,8309.7000000,14632
20140128,130000,8306.8000000,8435.5000000,8298.0000000,8400.0000000,54196
20140128,140000,8399.9000000,8429.9000000,8352.4000000,8390.2000000,19470
20140128,150000,8390.2000000,8468.9000000,8370.0000000,8429.7000000,45485
20140128,160000,8426.8000000,8454.0000000,8391.9000000,8429.2000000,43032
20140128,170000,8429.2000000,8449.0000000,8351.2000000,8360.6000000,19142
20140128,180000,8361.0000000,8373.4000000,8234.8000000,8248.5000000,55629
20140128,190000,8248.6000000,8281.0000000,8157.0000000,8232.1000000,76043
20140129,110000,8299.0000000,8378.7000000,8253.1000000,8343.9000000,25302
20140129,120000,8341.4000000,8410.0000000,8335.8000000,8404.0000000,25856
20140129,130000,8406.2000000,8485.9000000,8390.0000000,8460.2000000,84739
20140129,140000,8460.2000000,8460.3000000,8373.0000000,8410.0000000,47696
20140129,150000,8409.9000000,8425.8000000,8341.1000000,8400.0000000,45424
20140129,160000,8398.2000000,8447.9000000,8381.0000000,8415.0000000,38074
20140129,170000,8414.9000000,8415.0000000,8360.6000000,8379.5000000,16614
20140129,180000,8379.5000000,8389.8000000,8181.0000000,8218.8000000,79499
20140129,190000,8220.5000000,8320.0000000,8150.0000000,8290.0000000,50807
20140130,110000,8256.0000000,8327.1000000,8190.0000000,8213.7000000,37488
20140130,120000,8215.0000000,8257.7000000,8170.0000000,8196.8000000,14207
20140130,130000,8196.7000000,8227.4000000,7862.0000000,7899.1000000,97742
20140130,140000,7900.9000000,7977.0000000,7872.9000000,7889.8000000,164687
20140130,150000,7893.1000000,8090.0000000,7885.3000000,8037.0000000,76887
20140130,160000,8037.1000000,8070.0000000,7990.0000000,8065.0000000,55650
20140130,170000,8064.9000000,8066.0000000,8011.3000000,8021.7000000,33855
20140130,180000,8024.3000000,8050.0000000,7996.9000000,8037.9000000,27539
20140130,190000,8040.0000000,8233.0000000,8034.3000000,8116.3000000,100514
20140131,110000,8150.0000000,8283.0000000,8100.0000000,8176.0000000,45740
20140131,120000,8176.1000000,8190.0000000,8110.0000000,8118.8000000,30850
20140131,130000,8116.8000000,8326.0000000,8040.0000000,8287.8000000,168859
20140131,140000,8287.9000000,8362.6000000,8287.9000000,8321.4000000,77757
20140131,150000,8324.7000000,8379.0000000,8250.2000000,8359.8000000,62021
20140131,160000,8351.2000000,8379.7000000,8322.4000000,8322.4000000,37818
20140131,170000,8322.3000000,8432.9000000,8296.6000000,8415.0000000,62682
20140131,180000,8413.2000000,8422.0000000,8301.2000000,8349.8000000,88817
20140131,190000,8349.9000000,8418.9000000,8301.1000000,8395.0000000,87477
20140203,110000,8448.9000000,8478.4000000,8390.0000000,8413.3000000,23807
20140203,120000,8414.6000000,8472.5000000,8401.2000000,8439.6000000,9793
20140203,130000,8441.4000000,8540.0000000,8426.0000000,8504.6000000,48450
20140203,140000,8504.5000000,8507.9000000,8450.2000000,8504.6000000,20410
20140203,150000,8504.6000000,8558.0000000,8487.9000000,8551.7000000,27316
20140203,160000,8550.1000000,8618.0000000,8544.0000000,8607.0000000,33930
20140203,170000,8605.5000000,8663.8000000,8601.2000000,8642.9000000,24127
20140203,180000,8643.1000000,8655.0000000,8622.0000000,8634.7000000,23611
20140203,190000,8632.2000000,8647.4000000,8527.9000000,8554.1000000,39529
20140204,110000,8486.3000000,8582.1000000,8467.0000000,8526.1000000,24567
20140204,120000,8526.2000000,8526.2000000,8443.0000000,8475.1000000,16433
20140204,130000,8475.2000000,8530.0000000,8440.1000000,8453.9000000,21321
20140204,140000,8451.2000000,8465.5000000,8351.0000000,8426.3000000,29554
20140204,150000,8426.8000000,8478.8000000,8410.4000000,8475.0000000,17179
20140204,160000,8475.0000000,8480.0000000,8400.0000000,8430.5000000,19842
20140204,170000,8430.3000000,8452.4000000,8390.0000000,8415.0000000,9873
20140204,180000,8415.0000000,8419.5000000,8386.0000000,8397.6000000,19286
20140204,190000,8397.6000000,8424.0000000,8380.0000000,8412.5000000,18389
20140205,110000,8435.0000000,8477.9000000,8391.0000000,8410.8000000,14889
20140205,120000,8411.0000000,8419.3000000,8370.4000000,8410.0000000,11894
20140205,130000,8405.9000000,8436.3000000,8380.6000000,8408.5000000,10429
20140205,140000,8406.1000000,8533.0000000,8401.7000000,8474.2000000,24365
20140205,150000,8467.1000000,8591.0000000,8466.8000000,8563.0000000,26275
20140205,160000,8564.3000000,8570.9000000,8530.0000000,8531.9000000,14398
20140205,170000,8531.9000000,8570.0000000,8531.0000000,8554.5000000,6383
20140205,180000,8550.4000000,8564.4000000,8502.8000000,8559.5000000,12217
20140205,190000,8559.6000000,8590.0000000,8534.9000000,8540.2000000,10496
20140206,110000,8555.0000000,8609.9000000,8525.2000000,8532.6000000,8223
20140206,120000,8532.6000000,8582.2000000,8506.8000000,8574.0000000,8504
20140206,130000,8578.0000000,8586.9000000,8515.2000000,8523.7000000,24878
20140206,140000,8524.0000000,8579.0000000,8521.3000000,8555.2000000,15584
20140206,150000,8555.2000000,8581.5000000,8546.1000000,8572.3000000,8793
20140206,160000,8572.3000000,8607.7000000,8567.8000000,8582.8000000,10193
20140206,170000,8593.6000000,8646.0000000,8581.1000000,8636.0000000,18411
20140206,180000,8636.3000000,8640.0000000,8571.6000000,8589.9000000,17498
20140206,190000,8589.9000000,8595.0000000,8471.1000000,8540.0000000,33089
20140207,110000,8543.3000000,8585.0000000,8540.0000000,8546.1000000,13365
20140207,120000,8546.2000000,8589.2000000,8526.2000000,8580.0000000,13256
20140207,130000,8580.0000000,8614.5000000,8531.0000000,8537.0000000,22977
20140207,140000,8537.0000000,8549.8000000,8470.0000000,8490.0000000,23028
20140207,150000,8491.2000000,8530.0000000,8480.1000000,8500.0000000,14236
20140207,160000,8500.0000000,8517.7000000,8483.0000000,8514.5000000,7356
20140207,170000,8514.5000000,8529.0000000,8505.1000000,8508.0000000,4719
20140207,180000,8508.5000000,8520.0000000,8395.5000000,8497.0000000,21963
20140207,190000,8496.9000000,8496.9000000,8435.0000000,8455.0000000,15180
20140210,110000,8435.0000000,8468.8000000,8405.1000000,8421.1000000,6895
20140210,120000,8421.1000000,8511.0000000,8420.0000000,8454.6000000,32092
20140210,130000,8454.6000000,8457.5000000,8280.0000000,8319.0000000,40926
20140210,140000,8315.9000000,8325.1000000,8201.7000000,8269.0000000,36115
20140210,150000,8264.8000000,8338.4000000,8241.1000000,8306.5000000,18254
20140210,160000,8306.5000000,8394.9000000,8290.0000000,8373.2000000,29951
20140210,170000,8374.5000000,8389.0000000,8341.3000000,8348.8000000,11812
20140210,180000,8351.2000000,8351.8000000,8260.5000000,8280.0000000,16135
20140210,190000,8280.0000000,8310.7000000,8275.1000000,8280.0000000,12338
20140211,110000,8295.0000000,8349.5000000,8255.3000000,8280.1000000,6458
20140211,120000,8283.5000000,8339.6000000,8277.4000000,8308.0000000,8598
20140211,130000,8311.3000000,8340.0000000,8287.0000000,8314.0000000,14642
20140211,140000,8311.9000000,8317.9000000,8238.0000000,8300.7000000,38809
20140211,150000,8302.5000000,8303.8000000,8240.0000000,8273.6000000,19333
20140211,160000,8269.9000000,8270.9000000,8184.0000000,8220.0000000,37169
20140211,170000,8220.0000000,8260.0000000,8216.6000000,8248.0000000,12068
20140211,180000,8245.7000000,8259.0000000,8207.8000000,8240.6000000,18961
20140211,190000,8233.3000000,8249.9000000,8210.0000000,8249.9000000,17804
20140212,110000,8270.0000000,8319.0000000,8237.0000000,8257.4000000,9723
20140212,120000,8259.8000000,8299.7000000,8250.2000000,8266.9000000,6705
20140212,130000,8279.7000000,8338.7000000,8263.1000000,8338.0000000,32746
20140212,140000,8338.0000000,8410.0000000,8334.0000000,8374.2000000,28604
20140212,150000,8377.9000000,8404.0000000,8330.5000000,8364.7000000,11867
20140212,160000,8364.7000000,8367.1000000,8340.5000000,8359.8000000,7371
20140212,170000,8359.9000000,8396.0000000,8355.8000000,8364.5000000,7603
20140212,180000,8366.0000000,8366.0000000,8321.0000000,8352.0000000,10783
20140212,190000,8356.2000000,8409.9000000,8345.1000000,8409.9000000,15671
20140213,110000,8408.0000000,8489.6000000,8390.0000000,8487.9000000,28475
20140213,120000,8485.0000000,8488.5000000,8456.1000000,8483.6000000,15964
20140213,130000,8487.2000000,8538.5000000,8470.7000000,8530.7000000,41292
20140213,140000,8531.7000000,8579.8000000,8520.1000000,8570.0000000,40810
20140213,150000,8570.1000000,8578.2000000,8550.0000000,8556.6000000,10986
20140213,160000,8557.4000000,8573.0000000,8477.4000000,8519.8000000,22005
20140213,170000,8517.2000000,8548.8000000,8475.9000000,8494.8000000,11853
20140213,180000,8491.5000000,8512.0000000,8459.9000000,8479.9000000,30615
20140213,190000,8477.9000000,8488.6000000,8404.0000000,8435.0000000,20279
20140214,110000,8456.0000000,8507.9000000,8454.0000000,8472.1000000,9358
20140214,120000,8472.1000000,8495.6000000,8460.1000000,8482.9000000,6388
20140214,130000,8480.1000000,8519.0000000,8361.2000000,8388.0000000,21042
20140214,140000,8393.7000000,8478.0000000,8385.1000000,8400.3000000,25725
20140214,150000,8402.4000000,8465.5000000,8400.2000000,8449.4000000,11930
20140214,160000,8446.6000000,8495.0000000,8424.2000000,8474.6000000,13181
20140214,170000,8477.8000000,8518.8000000,8440.3000000,8481.6000000,19215
20140214,180000,8488.1000000,8536.9000000,8483.8000000,8500.0000000,20653
20140214,190000,8500.0000000,8555.0000000,8494.6000000,8554.1000000,21242
20140217,110000,8551.1000000,8580.3000000,8535.0000000,8558.9000000,8028
20140217,120000,8562.1000000,8580.0000000,8535.0000000,8565.1000000,6350
20140217,130000,8569.8000000,8579.7000000,8550.0000000,8551.6000000,48595
20140217,140000,8551.0000000,8551.0000000,8475.0000000,8488.3000000,26200
20140217,150000,8494.6000000,8544.0000000,8489.8000000,8539.0000000,23749
20140217,160000,8536.8000000,8560.0000000,8512.8000000,8553.1000000,19091
20140217,170000,8553.0000000,8593.0000000,8533.2000000,8583.8000000,10486
20140217,180000,8583.8000000,8596.0000000,8553.6000000,8587.2000000,23230
20140217,190000,8587.2000000,8629.9000000,8584.3000000,8617.2000000,16967
20140218,110000,8600.0000000,8683.0000000,8599.0000000,8645.2000000,10600
20140218,120000,8645.2000000,8670.0000000,8630.0000000,8636.2000000,6090
20140218,130000,8639.8000000,8680.0000000,8625.2000000,8668.9000000,16181
20140218,140000,8668.9000000,8689.0000000,8635.0000000,8642.1000000,16159
20140218,150000,8642.4000000,8679.9000000,8642.4000000,8647.8000000,5270
20140218,160000,8645.0000000,8645.0000000,8560.0000000,8597.7000000,13884
20140218,170000,8596.1000000,8625.0000000,8580.0000000,8607.2000000,12218
20140218,180000,8609.7000000,8610.1000000,8585.0000000,8604.8000000,5937
20140218,190000,8604.8000000,8607.9000000,8545.0000000,8584.0000000,14021
20140219,110000,8580.0000000,8648.4000000,8571.0000000,8630.3000000,9124
20140219,120000,8628.8000000,8644.0000000,8590.0000000,8624.9000000,4318
20140219,130000,8622.0000000,8678.7000000,8603.3000000,8643.1000000,19944
20140219,140000,8638.1000000,8679.0000000,8619.9000000,8665.6000000,15243
20140219,150000,8664.6000000,8669.9000000,8613.0000000,8651.8000000,10919
20140219,160000,8647.0000000,8677.9000000,8630.7000000,8660.3000000,11145
20140219,170000,8660.5000000,8688.0000000,8660.0000000,8679.8000000,12381
20140219,180000,8679.8000000,8770.0000000,8660.1000000,8674.8000000,28680
20140219,190000,8662.6000000,8739.8000000,8654.5000000,8735.0000000,39895
20140220,110000,8681.1000000,8685.3000000,8523.0000000,8654.0000000,30438
20140220,120000,8654.0000000,8659.8000000,8553.2000000,8554.9000000,18391
20140220,130000,8559.2000000,8664.9000000,8554.1000000,8648.3000000,35952
20140220,140000,8650.2000000,8669.4000000,8632.8000000,8634.3000000,8831
20140220,150000,8634.6000000,8650.0000000,8607.6000000,8642.3000000,15371
20140220,160000,8646.8000000,8670.0000000,8638.7000000,8664.2000000,10760
20140220,170000,8663.0000000,8669.0000000,8650.7000000,8665.8000000,7569
20140220,180000,8667.9000000,8710.0000000,8655.7000000,8691.4000000,12187
20140220,190000,8699.9000000,8737.0000000,8691.2000000,8719.9000000,19086
20140221,110000,8739.0000000,8789.0000000,8739.0000000,8762.9000000,6277
20140221,120000,8760.0000000,8788.8000000,8759.6000000,8779.6000000,10488
20140221,130000,8776.6000000,8779.9000000,8725.1000000,8745.0000000,13732
20140221,140000,8744.9000000,8759.2000000,8722.2000000,8743.5000000,9569
20140221,150000,8743.4000000,8770.0000000,8731.1000000,8760.0000000,24575
20140221,160000,8760.1000000,8774.9000000,8740.0000000,8773.8000000,6873
20140221,170000,8773.7000000,8777.3000000,8747.3000000,8777.0000000,9272
20140221,180000,8777.3000000,8784.3000000,8745.1000000,8749.9000000,14767
20140221,190000,8749.9000000,8773.4000000,8726.0000000,8730.0000000,14801
20140224,110000,8710.1000000,8719.8000000,8668.1000000,8692.2000000,6195
20140224,120000,8692.3000000,8754.8000000,8678.6000000,8727.1000000,8623
20140224,130000,8732.1000000,8772.9000000,8710.2000000,8749.6000000,17364
20140224,140000,8749.7000000,8765.0000000,8722.5000000,8728.7000000,8788
20140224,150000,8742.1000000,8764.5000000,8722.3000000,8760.8000000,9166
20140224,160000,8761.0000000,8785.1000000,8751.6000000,8751.6000000,9649
20140224,170000,8754.9000000,8781.2000000,8751.7000000,8764.9000000,6345
20140224,180000,8764.0000000,8776.9000000,8759.7000000,8765.0000000,4502
20140224,190000,8765.0000000,8765.0000000,8742.0000000,8743.2000000,11967
20140225,110000,8796.0000000,8857.9000000,8786.0000000,8833.6000000,22358
20140225,120000,8837.6000000,8849.0000000,8814.8000000,8820.6000000,7729
20140225,130000,8824.3000000,8885.0000000,8775.0000000,8829.8000000,31812
20140225,140000,8827.1000000,8827.8000000,8785.0000000,8785.0000000,5274
20140225,150000,8787.8000000,8810.0000000,8763.7000000,8779.0000000,9523
20140225,160000,8779.0000000,8780.9000000,8755.2000000,8757.3000000,10546
20140225,170000,8758.2000000,8780.0000000,8750.0000000,8751.7000000,3867
20140225,180000,8751.7000000,8770.0000000,8720.0000000,8735.3000000,11547
20140225,190000,8735.3000000,8776.9000000,8735.1000000,8755.7000000,6906
20140226,110000,8770.0000000,8820.0000000,8767.0000000,8808.8000000,7944
20140226,120000,8806.4000000,8825.0000000,8797.6000000,8822.3000000,5167
20140226,130000,8824.6000000,8842.1000000,8785.2000000,8816.6000000,19398
20140226,140000,8817.2000000,8839.0000000,8800.1000000,8815.5000000,7267
20140226,150000,8815.9000000,8828.0000000,8800.0000000,8801.6000000,6332
20140226,160000,8805.4000000,8810.8000000,8775.0000000,8794.0000000,9632
20140226,170000,8788.5000000,8819.8000000,8770.6000000,8810.0000000,19545
20140226,180000,8806.9000000,8814.4000000,8800.0000000,8808.4000000,6779
20140226,190000,8808.4000000,8842.1000000,8800.0000000,8810.0000000,19788
20140227,110000,8810.0000000,8840.0000000,8800.2000000,8828.4000000,4702
20140227,120000,8828.5000000,8845.0000000,8827.0000000,8836.7000000,2830
20140227,130000,8836.9000000,8858.9000000,8740.0000000,8783.0000000,24236
20140227,140000,8783.0000000,8783.0000000,8530.1000000,8559.8000000,69907
20140227,150000,8551.1000000,8634.5000000,8420.1000000,8610.4000000,61201
20140227,160000,8610.4000000,8741.1000000,8600.2000000,8731.1000000,20894
20140227,170000,8732.6000000,8778.7000000,8673.0000000,8725.0000000,34008
20140227,180000,8720.6000000,8781.0000000,8677.5000000,8704.1000000,18505
20140227,190000,8700.0000000,8757.0000000,8652.5000000,8732.0000000,40347
20140228,110000,8749.3000000,8749.3000000,8576.2000000,8646.6000000,9225
20140228,120000,8646.0000000,8678.8000000,8605.6000000,8629.1000000,11665
20140228,130000,8628.4000000,8820.0000000,8612.0000000,8802.0000000,52831
20140228,140000,8807.1000000,8808.0000000,8750.0000000,8767.0000000,9108
20140228,150000,8764.2000000,8767.1000000,8680.1000000,8705.0000000,8953
20140228,160000,8705.0000000,8710.0000000,8659.9000000,8709.9000000,13755
20140228,170000,8710.0000000,8710.0000000,8611.0000000,8665.0000000,19825
20140228,180000,8669.8000000,8747.0000000,8250.1000000,8689.3000000,33030
20140228,190000,8689.2000000,8795.5000000,8689.2000000,8760.0000000,34621
20140303,110000,8499.9000000,8500.0000000,7432.9000000,7570.2000000,69620
20140303,120000,7550.2000000,7940.0000000,7501.0000000,7685.5000000,59952
20140303,130000,7685.5000000,8170.0000000,7602.8000000,8000.5000000,65597
20140303,140000,8000.5000000,8132.6000000,7889.2000000,7961.9000000,78558
20140303,150000,7966.2000000,8018.3000000,7653.0000000,7910.0000000,52491
20140303,160000,7915.4000000,7920.0000000,7540.0000000,7570.9000000,59287
20140303,170000,7577.7000000,7830.0000000,7570.9000000,7675.0000000,58931
20140303,180000,7671.5000000,7839.7000000,7611.1000000,7664.3000000,67682
20140303,190000,7663.8000000,7759.9000000,7605.0000000,7748.6000000,33128
20140304,110000,7836.7000000,8377.0000000,7803.2000000,8044.5000000,141848
20140304,120000,8036.2000000,8154.2000000,8000.0000000,8140.0000000,43959
20140304,130000,8139.9000000,8289.1000000,8101.2000000,8150.1000000,70414
20140304,140000,8150.2000000,8158.5000000,8039.2000000,8039.9000000,61941
20140304,150000,8039.8000000,8215.0000000,8039.8000000,8194.6000000,55230
20140304,160000,8195.2000000,8406.8000000,8168.1000000,8319.9000000,105109
20140304,170000,8320.0000000,8479.0000000,8270.0000000,8270.0000000,94803
20140304,180000,8270.2000000,8630.0000000,8260.6000000,8596.8000000,66484
